codeSubstance;denominationSubstance;natureComposant;;;
430;CHLORURE DE CALCIUM DIHYDRATÉ;SA;;;
3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;SA;;;
5009;SODIUM (LACTATE DE), SOLUTION DE;SA;;;
91695;LACTATE DE SODIUM ANHYDRE;ST;;;
355;MALÉATE DE TRIMÉBUTINE;SA;;;
29337;TÉNOFOVIR DISOPROXIL;ST;;;
60459;EMTRICITABINE;SA;;;
89901;FUMARATE DE TÉNOFOVIR DISOPROXIL;SA;;;
44109;DABRAFÉNIB;ST;;;
95704;MÉSILATE DE DABRAFÉNIB;SA;;;
19944;PALIPÉRIDONE;ST;;;
27104;PALMITATE DE PALIPÉRIDONE;SA;;;
19755;DASATINIB MONOHYDRATÉ;SA;;;
71041;DASATINIB;ST;;;
26727;ROSUVASTATINE CALCIQUE;SA;;;
33207;ROSUVASTATINE;ST;;;
19437;PIPÉRACILLINE SODIQUE;SA;;;
67102;PIPÉRACILLINE;ST;;;
67089;STRONTIUM [89 SR] (CHLORURE DE);SA;;;
9665;ACÉPONATE D'HYDROCORTISONE;SA;;;
29239;MAGNÉSIUM (GLUCONATE DE) DIHYDRATÉ;SA;;;
159;THYM (HUILE ESSENTIELLE DE);SA;;;
3469;PIN (HUILE ESSENTIELLE DE);SA;;;
3666;CINÉOLE;SA;;;
4347;ROMARIN (HUILE ESSENTIELLE DE);SA;;;
5229;ALPHA-TERPINÉOL;SA;;;
57345;EFTRÉNONACOG ALFA ;SA;;;
4458;TRINITRINE;ST;;;
29878;TRINITRINE (SOLUTION DE);SA;;;
3307;FACTEUR II DE COAGULATION HUMAIN ;SA;;;
3309;FACTEUR X DE COAGULATION HUMAIN ;SA;;;
3310;FACTEUR IX DE COAGULATION HUMAIN ;SA;;;
71362;PROTÉINE S ;SA;;;
78167;FACTEUR VII DE COAGULATION HUMAIN ;SA;;;
99059;PROTÉINE C HUMAINE ;SA;;;
50970;CAMSYLATE DE RUCAPARIB;SA;;;
73534;RUCAPARIB;ST;;;
37314;RISÉDRONATE MONOSODIQUE ANHYDRE;ST;;;
99549;RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ;SA;;;
24519;PALMIER DE FLORIDE (EXTRAIT LIPIDO-STÉROLIQUE DE);SA;;;
762;ATÉNOLOL;SA;;;
6088;ISOTRÉTINOÏNE;SA;;;
24078;CHLORURE DE GALLIUM (68GA);ST;;;
69446;CHLORURE DE GERMANIUM (68GE);SA;;;
18827;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ;SA;;;
47554;PRAMIPEXOLE BASE;ST;;;
24321;CHLORHYDRATE DE METFORMINE;SA;;;
41338;DAPAGLIFLOZINE PROPANEDIOL MONOHYDRATÉ;SA;;;
50433;DAPAGLIFLOZINE;ST;;;
65777;CALOTROPIS GIGANTEA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
14446;FUROATE DE MOMÉTASONE;SA;;;
97934;HÉMATITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
338;TRIMÉTAZIDINE (DICHLORHYDRATE DE);SA;;;
2836;PENICILLINE V;ST;;;
3495;BENZATHINE PHÉNOXYMÉTHYLPÉNICILLINE;SA;;;
39357;BOSENTAN;ST;;;
74217;BOSENTAN MONOHYDRATÉ;SA;;;
9586;PÉRINDOPRIL TERT-BUTYLAMINE;SA;;;
872;AMOXICILLINE SODIQUE;SA;;;
8846;CYAMÉMAZINE BASE;ST;;;
971;SOMATOSTATINE;SA;;;
84590;SPIRITUS QUERCUS GLANDIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
65061;FOSFOMYCINE TROMÉTAMOL;SA;;;
6;ACIDE ASPARTIQUE;SA;;;
529;GLUCOSE;ST;;;
4951;HUILE DE SOJA RAFFINÉE;SA;;;
7326;TRIGLYCÉRIDES À CHAÎNE MOYENNE;SA;;;
99970;ÉPOLAMINE DE DICLOFÉNAC;SA;;;
7374;CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4966;DICHLORHYDRATE D'HISTAMINE;SA;;;
37973;RIVASTIGMINE BASE;ST;;;
99598;CADMIUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4857;SULFATE DE TERBUTALINE;SA;;;
27795;VIRUS SRAS-COV-2 INACTIVÉ - SOUCHE WUHAN HCOV-19/ITALIE/INMI1-ISL/2020 ;SA;;;
17477;FENTANYL;SA;;;
191;CHLORHYDRATE D'ACÉBUTOLOL;SA;;;
63130;ACÉBUTOLOL BASE;ST;;;
764;CUPRUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
90670;CHLORHYDRATE DE NÉBIVOLOL;SA;;;
96027;NÉBIVOLOL BASE;ST;;;
34251;CITRATE DE SILDÉNAFIL;SA;;;
67717;SILDÉNAFIL;ST;;;
41720;NONACOG GAMMA ;SA;;;
72101;DULOXÉTINE;ST;;;
80476;CHLORHYDRATE DE DULOXÉTINE;SA;;;
5270;GINKGO (EXTRAIT DE);SA;;;
60707;IMATINIB;ST;;;
68227;MÉSILATE D'IMATINIB;SA;;;
72074;MÉMANTINE BASE;ST;;;
23957;LANSOPRAZOLE;SA;;;
1637;DIAZÉPAM;SA;;;
1728;MÉTILSULFATE DE MÉFÉNIDRAMIUM;SA;;;
970;CHLORHYDRATE DE SOTALOL;SA;;;
29;IFOSFAMIDE;SA;;;
8578;ACITRÉTINE;SA;;;
180;BILE DE BOEUF (EXTRAIT DE) (FLUIDE);SA;;;
78975;ZOLMITRIPTAN;SA;;;
25617;ECHINACEA ANGUSTIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
30981;NICOTINE (RÉSINATE DE);SA;;;
94037;NICOTINE;ST;;;
36836;BENDAMUSTINE (CHLORHYDRATE DE) MONOHYDRATÉ;SA;;;
94401;CHLORHYDRATE DE BENDAMUSTINE;ST;;;
62172;ÉPLÉRÉNONE;SA;;;
26834;DINOPROSTONE;SA;;;
28;ACIDE UNDÉCYLÉNIQUE;SA;;;
3208;CALCIUM (UNDÉCYLÉNATE DE);SA;;;
3627;UNDÉCYLÉNATE DE ZINC;SA;;;
25509;FORMICA RUFA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2463;NIFUROXAZIDE;SA;;;
58587;PORACTANT ALFA ;SA;;;
20890;TOPIRAMATE;SA;;;
69773;NERF OPTIQUE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
812;BACLOFÈNE;SA;;;
20915;CHLORHYDRATE D'IRINOTÉCAN TRIHYDRATÉ;SA;;;
3929;NITRATE D'ÉCONAZOLE;SA;;;
10966;POLYFRUCTOSAN;SA;;;
95;IODURE DE POTASSIUM;SA;;;
4042;MOLYBDATE DE SODIUM DIHYDRATÉ;SA;;;
4546;FLUORURE DE SODIUM;SA;;;
8190;CHLORURE DE CHROME HEXAHYDRATÉ;SA;;;
22155;CHLORURE DE MANGANÈSE TÉTRAHYDRATÉ;SA;;;
30108;SÉLÉNITE DE SODIUM;SA;;;
31523;CHLORURE DE CUIVRE DIHYDRATÉ;SA;;;
85291;CHLORURE FERRIQUE HEXAHYDRATÉ;SA;;;
5386;AMIODARONE (CHLORHYDRATE D');SA;;;
77385;CONVALLARIA MAJALIS, DIGESTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
36192;VALACICLOVIR;ST;;;
92734;CHLORHYDRATE DE VALACICLOVIR;SA;;;
59477;OXYDE DE GADOLINIUM;SA;;;
62114;ACIDE GADOTÉRIQUE;ST;;;
94332;DOTA;SA;;;
39841;VORTIOXÉTINE;ST;;;
50873;BROMHYDRATE DE VORTIOXÉTINE;SA;;;
24044;ARUNDO DONAX POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
915;CHLORHYDRATE DE DILTIAZEM;SA;;;
98502;PALBOCICLIB;SA;;;
2087;CHLORHYDRATE D'HYDROXYZINE;SA;;;
2825;PHÉNOBARBITAL;SA;;;
19859;CHLORHYDRATE DE NÉFOPAM;SA;;;
60077;LÉVOFLOXACINE HÉMIHYDRATÉE;SA;;;
81234;LÉVOFLOXACINE;ST;;;
14049;BÉNAZÉPRIL (CHLORHYDRATE DE);SA;;;
1099;SULFATE DE MORPHINE;SA;;;
15686;MORPHINE;ST;;;
126;TAMOXIFÈNE (CITRATE DE);SA;;;
3011;MANNITOL;SA;;;
772;CÉFOXITINE SODIQUE;SA;;;
69050;CÉFOXITINE;ST;;;
53092;EXTRAIT FLUIDE DES PARTIES AÉRIENNES FLEURIES DE SALICAIRE;SA;;;
9967;TÉICOPLANINE;SA;;;
37441;MÉLOXICAM;SA;;;
2160;FUSIDIQUE (ACIDE);SA;;;
30470;PRASUGREL;ST;;;
80432;CHLORHYDRATE DE PRASUGREL;SA;;;
2940;HYDROXYDE D'ALUMINIUM;SA;;;
4713;OXYDE D'ALUMINIUM;ST;;;
74148;LINÉZOLIDE;SA;;;
7560;CHLORHYDRATE DE FLUOXÉTINE;SA;;;
48800;FLUOXÉTINE BASE;ST;;;
17339;ESTERS ÉTHYLIQUES 90 D'ACIDES OMÉGA-3 ;SA;;;
585;CHLORHYDRATE DE MORPHINE;SA;;;
81461;CINACALCET;ST;;;
97362;CHLORHYDRATE DE CINACALCET;SA;;;
66125;PROPOLIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
909;COCA (P P H) POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
35118;PANCRÉAS (POUDRE DE) (PORCINE);SA;;;
72639;ATÉZOLIZUMAB ;SA;;;
24833;VELPATASVIR;SA;;;
83492;SOFOSBUVIR;SA;;;
7055;DOXYCYCLINE MONOHYDRATÉE;SA;;;
28372;DOXYCYCLINE BASE;ST;;;
3602;ACÉTATE D'ALPHA-TOCOPHÉROL;SA;;;
60674;MYRTILLE (FRUIT DE) (EXTRAIT SEC DE);SA;;;
86953;ADONIS VERNALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2533;OXAZÉPAM;SA;;;
5431;LIDOCAÏNE;SA;;;
85184;PRILOCAÏNE;SA;;;
66894;CALCAREA SILICICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3226;ACÉTATE DE FLÉCAÏNIDE;SA;;;
17407;ÉSOMÉPRAZOLE;ST;;;
61112;ÉSOMÉPRAZOLE MAGNÉSIQUE TRIHYDRATÉ;SA;;;
1316;CEFTAZIDIME PENTAHYDRATÉE;SA;;;
49416;CEFTAZIDIME ANHYDRE;ST;;;
10235;STREPTOZOCINE;SA;;;
51458;VORICONAZOLE;SA;;;
28788;ORIGANUM MAJORANA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
32611;TIOTROPIUM;ST;;;
88245;TIOTROPIUM (BROMURE DE) MONOHYDRATÉ;SA;;;
24982;ALENDRONATE MONOSODIQUE TRIHYDRATÉ;SA;;;
35532;ACIDE ALENDRONIQUE;ST;;;
12999;ZOPICLONE;SA;;;
41583;PAMOATE DE PASIRÉOTIDE;SA;;;
43910;PASIRÉOTIDE;ST;;;
25222;CINA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
45893;MÉSYLATE D'OSIMERTINIB;SA;;;
87878;OSIMERTINIB;ST;;;
1574;CYTARABINE;SA;;;
11396;CHLORHYDRATE DE NALTREXONE;SA;;;
2940;OXYDE D'ALUMINIUM HYDRATÉ;SA;;;
3321;GOMME GUAR;SA;;;
72288;PHOSPHATE D'ALUMINIUM;SA;;;
62155;ROPINIROLE BASE;ST;;;
10655;MÉTOCLOPRAMIDE;ST;;;
18055;CHLORHYDRATE DE MÉTOCLOPRAMIDE ANHYDRE;SA;;;
2987;IRIS VERSICOLOR POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2131;KALIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1110;CHLORURE D'AMBÉNONIUM;SA;;;
40054;VINORELBINE;ST;;;
66304;DITARTRATE DE VINORELBINE;SA;;;
53913;TÉRAZOSINE BASE;ST;;;
60254;TÉRAZOSINE (CHLORHYDRATE DE) DIHYDRATÉ;SA;;;
4773;OMÉPRAZOLE;SA;;;
13112;ALPRAZOLAM;SA;;;
911;CÉFUROXIME SODIQUE;SA;;;
82384;CÉFUROXIME;ST;;;
264;CHLORHYDRATE DE TRIHEXYPHÉNIDYLE;SA;;;
3484;AMINOSALICYLATE DE SODIUM DIHYDRATÉ;SA;;;
69076;P A S SODIQUE ANHYDRE;ST;;;
40037;RAPHANUS SATIVUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
15768;RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5376;DOCÉTAXEL TRIHYDRATÉ;SA;;;
38643;DOCÉTAXEL ANHYDRE;ST;;;
549;IODE;ST;;;
2293;IOPROMIDE;SA;;;
836;DANTROLÈNE SODIQUE;SA;;;
8351;ÉNOXAPARINE SODIQUE ;SA;;;
982;CÉFOTAXIME SODIQUE;SA;;;
85516;CÉFOTAXIME;ST;;;
24025;AGNUS CASTUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
21171;ABELMOSCHUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
987;ACÉTATE DE CYPROTÉRONE;SA;;;
70202;BÉVACIZUMAB ;SA;;;
43633;RIVAROXABAN;SA;;;
17256;ÉFAVIRENZ;SA;;;
15009;TIMOLOL BASE;ST;;;
60922;MONTMORILLONITE BEIDELLITIQUE;SA;;;
35374;AGALSIDASE ALFA ;SA;;;
7742;BUTOXYDE DE PIPÉRONYLE;SA;;;
27736;DÉPALLÉTHRINE;SA;;;
26151;CROTON TIGLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
30116;MEZEREUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
99915;ACIDE RISÉDRONIQUE;ST;;;
3969;PHLOROGLUCINOL HYDRATÉ;SA;;;
94037;NICOTINE;SA;;;
93286;ACIDE CLAVULANIQUE;ST;;;
708;ACÉTATE DE CHLORHEXIDINE;SA;;;
3371;CHLORHYDRATE DE LYSOZYME;SA;;;
5216;CHLORHYDRATE DE TÉTRACAÏNE;SA;;;
35195;IOBITRIDOL;SA;;;
3394;PHYTATE DE SODIUM ANHYDRE;SA;;;
15711;RIBAVIRINE;SA;;;
87442;CEREBELLUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1591;ALPROSTADIL;SA;;;
2382;MÉTRONIDAZOLE;SA;;;
3576;DULCAMARA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
41238;APRÉMILAST;SA;;;
27467;TROLAMINE;SA;;;
93;CHLORURE DE POTASSIUM;SA;;;
430;CHLORURE DE CALCIUM;SA;;;
631;ACÉTATE DE SODIUM TRIHYDRATÉ;SA;;;
674;TRYPTOPHANE L;SA;;;
3019;SULFATE DE MAGNÉSIUM HEPTAHYDRATÉ;SA;;;
44707;GLYCÉROPHOSPHATE DE SODIUM ANHYDRE;SA;;;
51513;CHLORURE DE CALCIUM ANHYDRE;ST;;;
79537;CHLORHYDRATE DE LYSINE;SA;;;
84160;SULFATE DE MAGNÉSIUM ANHYDRE;ST;;;
89235;ACÉTATE DE SODIUM ANHYDRE;ST;;;
39488;INSULINE HUMAINE RECOMBINANTE ISOPHANE ;SA;;;
1539;CYANOCOBALAMINE;SA;;;
8365;GRAPHITE;SA;;;
26053;EXTRAIT ALLERGÉNIQUE DE POLLEN DE FLOUVE ODORANTE;SA;;;
53541;EXTRAIT ALLERGÉNIQUE DE POLLEN DE PÂTURIN DES PRÉS;SA;;;
73676;EXTRAIT ALLERGÉNIQUE DE POLLEN D'IVRAIE VIVACE;SA;;;
89185;EXTRAIT ALLERGÉNIQUE DE POLLEN DE FLÉOLE DES PRÉS;SA;;;
95952;DACTYLE AGGLOMÉRÉ (EXTRAIT ALLERGÉNIQUE DE POLLEN DE);SA;;;
97330;CLADRIBINE;SA;;;
1830;THIOCOLCHICOSIDE;SA;;;
20038;ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
22965;LOBELIA CARDINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
80180;NÉVIRAPINE ANHYDRE;SA;;;
13942;CITRATE DE TORÉMIFÈNE;SA;;;
7504;AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
7911;KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
95129;FERRUM SULFURICUM - SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
32627;RIZATRIPTAN;ST;;;
66038;BENZOATE DE RIZATRIPTAN;SA;;;
35029;FROVATRIPTAN BASE;ST;;;
36521;SUCCINATE DE FROVATRIPTAN MONOHYDRATÉ;SA;;;
3496;POVIDONE IODÉE;SA;;;
3020;MAGNÉSIUM (THIOSULFATE DE);SA;;;
3127;THIOSULFATE DE SODIUM;SA;;;
23046;MALÉATE DE FLUVOXAMINE;SA;;;
59781;VARÉNICLINE;ST;;;
92082;VARÉNICLINE (TARTRATE DE);SA;;;
3709;OLIVIER (EXTRAIT SEC DE);SA;;;
79597;EXTRAIT DE BOULEAU (SEC);SA;;;
27660;TEMSIROLIMUS;SA;;;
60310;CHLORHYDRATE D'ALFUZOSINE;SA;;;
67549;RABÉPRAZOLE BASE;ST;;;
73953;RABÉPRAZOLE SODIQUE;SA;;;
51827;BILASTINE;SA;;;
75216;CINABRE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
26478;TAZOBACTAM;ST;;;
30409;TAZOBACTAM SODIQUE;SA;;;
67102;PIPÉRACILLINE BASE;ST;;;
54676;FULVESTRANT;SA;;;
5865;CARBOPLATINE;SA;;;
78993;MÉTRÉLEPTINE ;SA;;;
53118;6-IODOMÉTHYLNORCHOLESTÉROL [131 I];SA;;;
4235;EXTRAIT SEC DE LA SOMMITÉ FLEURIE DE MILLEPERTUIS;SA;;;
24361;T.R.E. POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
975;SPIRAMYCINE;SA;;;
38296;TRIPHOSPHATE D'ADÉNOSINE DISODIQUE TRIHYDRATÉ;SA;;;
94712;ADÉNOSINE TRIPHOSPHATE DISODIQUE;ST;;;
96973;ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ;SA;;;
8736;CHLORHYDRATE DE QUINAPRIL;SA;;;
87533;QUINAPRIL BASE;ST;;;
5541;CHLORHYDRATE DE MÉCLOZINE;SA;;;
53763;CHLORHYDRATE DE MANIDIPINE;SA;;;
78568;GÉFITINIB;SA;;;
99842;TRABECTÉDINE;SA;;;
42056;PEGFILGRASTIM ;SA;;;
34909;SUFENTANIL;ST;;;
48856;CITRATE DE SUFENTANIL;SA;;;
1810;BENZOCAÏNE;SA;;;
4455;SULFATE DE NÉOMYCINE;SA;;;
14251;NÉOMYCINE;ST;;;
6206;MACROGOL 4000;SA;;;
17878;LAMIVUDINE;SA;;;
36680;BOSUTINIB;ST;;;
87288;BOSUTINIB MONOHYDRATÉ;SA;;;
41881;ACIDE ZOLÉDRONIQUE ANHYDRE;ST;;;
98588;ACIDE ZOLÉDRONIQUE MONOHYDRATÉ;SA;;;
51576;INSULINE HUMAINE RECOMBINANTE ISOPHANE ;SA;;;
70332;CHAMOMILLA VULGARIS FLOS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1901;FENTANYL (CITRATE DE);SA;;;
24381;BUDÉSONIDE;SA;;;
676;VASELINE;SA;;;
19236;PARAFFINE LIQUIDE;SA;;;
5009;LACTATE DE SODIUM, SOLUTION DE;SA;;;
91695;SODIUM (LACTATE DE) ANHYDRE;ST;;;
87471;ENTACAPONE;SA;;;
71153;TELMISARTAN;SA;;;
1023;ACIDE ASCORBIQUE;SA;;;
25783;CHLORHYDRATE DE RANITIDINE;SA;;;
49632;RANITIDINE;ST;;;
4150;ATROPINE (SULFATE D');SA;;;
93748;BÉSYLATE D'AMLODIPINE;SA;;;
24650;HELONIAS DIOICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
38062;INSULINE DÉGLUDEC ;SA;;;
41658;LIRAGLUTIDE ;SA;;;
18244;ROSUVASTATINE ZINCIQUE;SA;;;
80978;IPRATROPIUM (BROMURE D') ANHYDRE;ST;;;
1080;ADRÉNALINE BASE;ST;;;
4280;ADRÉNALINE (TARTRATE D');SA;;;
16661;ARTICAÏNE (CHLORHYDRATE D');SA;;;
5093;BENSÉRAZIDE (CHLORHYDRATE DE);SA;;;
95926;BENSÉRAZIDE BASE;ST;;;
15562;SUCCINATE DE SUMATRIPTAN;SA;;;
89266;SUMATRIPTAN;ST;;;
24441;CO-CRISTAL D'AGOMÉLATINE-ACIDE CITRIQUE;SA;;;
38188;AGOMÉLATINE;ST;;;
31416;IRBÉSARTAN;ST;;;
54231;CHLORHYDRATE D'IRBÉSARTAN;SA;;;
59983;MÉROPÉNEM TRIHYDRATÉ;SA;;;
60167;MÉROPÉNEM ANHYDRE;ST;;;
38607;FUMARATE DE QUÉTIAPINE;SA;;;
5;ACIDE ACÉTYLSALICYLIQUE;SA;;;
420;CAFÉINE;SA;;;
33342;RABÉPRAZOLE SODIQUE MONOHYDRATÉ;SA;;;
47580;IOMÉPROL;SA;;;
34560;TOZINAMÉRAN;SA;;;
4962;CHLORHYDRATE D'HEPTAMINOL;SA;;;
7176;HYPERICUM PERFORATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
60921;CHLORHYDRATE DE SÉLÉGILINE;SA;;;
529;GLUCOSE ANHYDRE;SA;;;
67540;FÉBUXOSTAT HÉMIHYDRATÉ;SA;;;
89276;FÉBUXOSTAT;ST;;;
98539;PIX LIQUIDA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
95296;DÉFÉRIPRONE;SA;;;
5520;AMYLÉINE (CHLORHYDRATE D');SA;;;
36271;CENCHRIS CONTORTRIX POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
51263;DARVADSTROCEL ;SA;;;
52389;ESTERS ÉTHYLIQUES D'ACIDES OMÉGA-3 ;SA;;;
1014;ACÉTYLCYSTÉINE;SA;;;
23055;HEDERA HELIX POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
60159;FILGRASTIM ;SA;;;
43303;AZITHROMYCINE MONOHYDRATÉE;SA;;;
96035;AZITHROMYCINE;ST;;;
9586;PERINDOPRIL ERBUMINE;SA;;;
5242;CHLORHYDRATE DE VÉRAPAMIL;SA;;;
85033;FLUOR ÉLÉMENT;ST;;;
5285;HYDROQUINIDINE (CHLORHYDRATE D');SA;;;
3339;HYDROGÉNOOXALATE DE NAFTIDROFURYL;SA;;;
9928;MURIATICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
62595;DALTÉPARINE SODIQUE ;SA;;;
28530;DISCI THORACALES POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
47018;CHLORHYDRATE DE PAROXÉTINE ANHYDRE;SA;;;
7436;BISOPROLOL (FUMARATE ACIDE DE);SA;;;
2618;MERCAPTOPURINE;SA;;;
5621;ROXITHROMYCINE;SA;;;
3929;ÉCONAZOLE (NITRATE D');SA;;;
1493;CHLORHYDRATE DE CLOMIPRAMINE;SA;;;
24075;ÉTANERCEPT ;SA;;;
27368;CHLOROBUTANOL HÉMIHYDRATÉ;SA;;;
33959;CHLORHEXIDINE (DIGLUCONATE DE), SOLUTION DE;SA;;;
52476;ACÉTATE D'ULIPRISTAL;SA;;;
16951;CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ;SA;;;
42537;ONDANSÉTRON;ST;;;
1080;ADRÉNALINE;ST;;;
4280;TARTRATE D'ADRÉNALINE;SA;;;
5432;LIDOCAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ;SA;;;
2165;PRAZÉPAM;SA;;;
5718;IMMUNOGLOBULINE HUMAINE NORMALE (PLASMATIQUE);SA;;;
1786;ESTRADIOL;ST;;;
71064;ESTRADIOL HÉMIHYDRATÉ;SA;;;
2331;RIBOFLAVINE;SA;;;
2452;NICOTINAMIDE;SA;;;
5230;NITRATE DE THIAMINE;SA;;;
5394;PANTOTHÉNATE DE CALCIUM;SA;;;
93467;STAVUDINE;SA;;;
76051;ABIES CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
23010;RUPATADINE;ST;;;
36083;FUMARATE DE RUPATADINE;SA;;;
3778;DIGLUCONATE DE CHLORHEXIDINE;SA;;;
27570;ATAZANAVIR;ST;;;
87658;SULFATE D'ATAZANAVIR;SA;;;
63092;CABOTÉGRAVIR SODIQUE;SA;;;
96285;CABOTÉGRAVIR;ST;;;
30981;RÉSINATE DE NICOTINE;SA;;;
5495;GELSEMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
8014;ARSENICUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
30561;COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2726;LÉVOMÉPROMAZINE;ST;;;
5097;MALÉATE ACIDE DE LÉVOMÉPROMAZINE;SA;;;
21888;BUPRÉNORPHINE (CHLORHYDRATE DE);SA;;;
61019;UROFOLLITROPINE ;SA;;;
60631;THERIDION CURRASSAVICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
17624;SABAL SERRULATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
535;TRÉTINOÏNE;SA;;;
17436;CAJUPUTUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
946;LABÉTALOL (CHLORHYDRATE DE);SA;;;
74200;FENUGREC (EXTRAIT SEC DE);SA;;;
9301;MÉSILATE DE DOXAZOSINE;SA;;;
55340;DOXAZOSINE;ST;;;
52920;CLOPIDOGREL (HYDROGÉNOSULFATE DE);SA;;;
54693;CLOPIDOGREL BASE;ST;;;
41788;PROPIONATE DE FLUTICASONE;SA;;;
9015;MERCURIUS CORROSIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
23654;TOBRAMYCINE;SA;;;
92723;IODIXANOL;SA;;;
45102;CHLORHYDRATE D'ANAGRÉLIDE MONOHYDRATÉ;SA;;;
69478;ANAGRÉLIDE;ST;;;
57781;SALMÉTÉROL BASE;ST;;;
93351;XINAFOATE DE SALMÉTÉROL;SA;;;
74929;ALIROCUMAB ;SA;;;
33518;LEMNA MINOR POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4179;DIPROPIONATE DE BÉCLOMÉTHASONE;SA;;;
73;BISACODYL;SA;;;
24606;TUBERCULINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
84452;APRÉPITANT;SA;;;
21183;SINAPIS NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
38467;BRIMONIDINE;ST;;;
60394;TARTRATE DE BRIMONIDINE;SA;;;
14676;PAEONIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5032;ANTIMONIATE DE MÉGLUMINE;SA;;;
98428;ANTIMOINE;ST;;;
1099;MORPHINE (SULFATE DE);SA;;;
7436;HÉMIFUMARATE DE BISOPROLOL;SA;;;
2355;MÉTHYLDOPA SESQUIHYDRATÉ;SA;;;
34537;MÉTHYLDOPA ANHYDRE;ST;;;
6249;SODIUM (IODURE [123 I] DE) (SOLUTION DE);SA;;;
66079;BRIVARACÉTAM;SA;;;
12870;ÉBASTINE;SA;;;
2161;ARNICA (FLEUR D'), TEINTURE DE;SA;;;
25848;SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
