CodeCIS	Denomination	FormePharmaceutique	VoiesAdministration
69152302	ACORSPRAY 200 microgrammes par inhalation, solution pour inhalation en flacon pressurisé	solution pour inhalation	inhalée
61104024	ACT-HIB 10 microgrammes/0,5 mL, poudre et solvant pour solution injectable en seringue préremplie. Vaccin conjugué de l'Haemophilus type b	poudre et  solvant pour solution injectable	"intramusculaire;sous-cutanée"
65090198	ACTAEA RACEMOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
62179617	ACTAEA RACEMOSA DECOCTE WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	"orale;sublinguale"
60002746	ACTAEA RACEMOSA FERRIER, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  solution en gouttes en gouttes	"orale;sublinguale"
69255099	ACTAEA RACEMOSA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
68185160	ACTAEA SPICATA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69330705	ACTAEA SPICATA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"orale;sublinguale"
62448875	ACTAPULGITE 3 g, poudre pour suspension buvable en sachet	poudre pour suspension buvable	orale
65464525	ACTHEANE, comprimé	comprimé	sublinguale
69488452	ACTICARBINE 70 mg, comprimé enrobé	comprimé enrobé	orale
61774341	ACTICARBINE, comprimé enrobé	comprimé enrobé	orale
63146424	ACTIFED LP RHINITE ALLERGIQUE, comprimé pelliculé à libération prolongée	comprimé pelliculé à libération prolongée	orale
60206332	ACTIFED RHUME JOUR ET NUIT, comprimé	comprimé et  comprimé	orale
69928332	ACTIFED RHUME, comprimé	comprimé	orale
67177673	ACTILYSE 2 mg, poudre pour solution injectable et perfusion	poudre pour solution injectable et pour perfusion	voie extracorporelle autre
63617876	ACTILYSE, poudre et solvant pour solution injectable et perfusion	poudre et  solvant pour solution injectable et pour perfusion	intraveineuse
62187806	ACTIQ 1200 microgrammes, comprimé avec applicateur buccal	comprimé	voie buccale autre
66645425	ACTIQ 1600 microgrammes, comprimé avec applicateur buccal	comprimé	voie buccale autre
64226300	ACTIQ 200 microgrammes, comprimé avec applicateur buccal	comprimé	voie buccale autre
67100036	ACTIQ 400 microgrammes, comprimé avec applicateur buccal	comprimé	voie buccale autre
61576943	ACTIQ 600 microgrammes, comprimé avec applicateur buccal	comprimé	voie buccale autre
64417355	ACTIQ 800 microgrammes, comprimé avec applicateur buccal	comprimé	voie buccale autre
62469549	ACTISKENAN 1 mg, comprimé orodispersible	comprimé orodispersible	orale
63454500	ACTISKENAN 10 mg, comprimé orodispersible	comprimé orodispersible	orale
64288864	ACTISKENAN 10 mg, gélule	gélule	orale
60765898	ACTISKENAN 2,5 mg, comprimé orodispersible	comprimé orodispersible	orale
63594630	ACTISKENAN 20 mg, comprimé orodispersible	comprimé orodispersible	orale
69235748	ACTISKENAN 20 mg, gélule	gélule	orale
64373026	ACTISKENAN 30 mg, comprimé orodispersible	comprimé orodispersible	orale
62820286	ACTISKENAN 30 mg, gélule	gélule	orale
60328261	ACTISKENAN 5 mg, comprimé orodispersible	comprimé orodispersible	orale
62417470	ACTISKENAN 5 mg, gélule	gélule	orale
66047164	ACTISOUFRE 4 mg/50 mg par 10 ml, suspension buvable ou pour instillation nasale	suspension buvable ou pour instillation	"nasale;orale"
67928230	ACTISOUFRE, solution pour pulvérisation nasale/buccale en flacon pressurisé	solution pour pulvérisation	"nasale;orale"
62210849	ACTIVELLE, comprimé pelliculé	comprimé pelliculé	orale
68933636	ACTIVIR 5 % crème	crème	cutanée
64955489	ACTIVOX RHUME PELARGONIUM, solution buvable	solution buvable	orale
69716824	ACTONEL 30 mg, comprimé pelliculé	comprimé pelliculé	orale
64392560	ACTONEL 35 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale
60399454	ACTONEL 35 mg, comprimé pelliculé	comprimé pelliculé	orale
60262879	ACTONEL 35 mg, comprimé pelliculé	comprimé pelliculé	orale
60727189	ACTONEL 35 mg, comprimé pelliculé	comprimé pelliculé	orale
64144419	ACTONEL 5 mg, comprimé pelliculé	comprimé pelliculé	orale
65740030	ACTONEL 75 mg, comprimé pelliculé	comprimé pelliculé	orale
66477041	ACTONEL 75 mg, comprimé pelliculé	comprimé pelliculé	orale
67332173	ACTONEL 75 mg, comprimé pelliculé	comprimé pelliculé	orale
64566299	ACTONELCOMBI 35 mg + 1000 mg/880 UI, comprimé pelliculé et granulés effervescents	comprimé pelliculé et  granulés effervescent(e)	orale
68951171	ACTOSOLV 100 000 UI, poudre pour solution injectable/pour perfusion	poudre pour solution injectable pour perfusion	"intra-artérielle;intracoronaire;intraveineuse;voie extracorporelle autre"
67448313	ACTOSOLV 600 000 UI, poudre pour solution injectable/pour perfusion	poudre pour solution injectable pour perfusion	"intra-artérielle;intracoronaire;intraveineuse;voie extracorporelle autre"
62809126	ACTRAPID 100 unités internationales/ml, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
61995884	ACTRAPID PENFILL 100 unités internationales/ml, solution injectable en cartouche	solution injectable	"intraveineuse;sous-cutanée"
62040674	ACTRON, comprimé effervescent	comprimé effervescent(e)	orale
60043038	ACTYNOX 50 %/50 % v/v, gaz médicinal comprimé	gaz	inhalée
68337593	ACUILIX 20 mg/12,5 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
62927128	ACUITEL 20 mg, comprimé enrobé sécable	comprimé enrobé sécable	orale
62206135	ACUITEL 5 mg, comprimé enrobé sécable	comprimé enrobé sécable	orale
63866361	ACULAR 0,5 %, collyre en solution	collyre	ophtalmique
62580656	ACUPAN 20 mg/2 mL, solution injectable	solution injectable	"intramusculaire;intraveineuse"
62004984	ADAKVEO 10 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
62287112	ADALATE 10 mg, capsule	capsule	orale
65347828	ADALATE 20 mg L.P., comprimé à libération prolongée	comprimé à libération prolongée	orale
67680190	ADANCOR 10 mg, comprimé sécable	comprimé sécable	orale
60861252	ADANCOR 20 mg, comprimé	comprimé	orale
65099368	ADAPALENE TEVA 0,1 POUR CENT, crème	crème	cutanée
67245747	ADAPALENE ZENTIVA 0,1 %, crème	crème	cutanée
62886560	ADAPALENE ZENTIVA 0,1 %, gel	gel	cutanée
69422057	ADARTREL 0,25 mg, comprimé pelliculé	comprimé pelliculé	orale
69982928	ADARTREL 0,50 mg, comprimé pelliculé	comprimé pelliculé	orale
67276995	ADARTREL 2 mg, comprimé pelliculé	comprimé pelliculé	orale
64892010	ADASUVE 9,1 mg, poudre pour inhalation en récipient unidose	poudre pour inhalation	inhalée
68438457	ADCETRIS 50 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse
63206355	ADCIRCA 20 mg, comprimé pelliculé	comprimé pelliculé	orale
64832942	ADEMPAS 0,5 mg, comprimé pelliculé	comprimé pelliculé	orale
66086562	ADEMPAS 1 mg, comprimé pelliculé	comprimé pelliculé	orale
60025054	ADEMPAS 1,5 mg, comprimé pelliculé	comprimé pelliculé	orale
60203795	ADEMPAS 2 mg, comprimé pelliculé	comprimé pelliculé	orale
61875550	ADEMPAS 2,5 mg, comprimé pelliculé	comprimé pelliculé	orale
61855583	ADENOSCAN 30 mg/10 mL, solution pour perfusion	solution pour perfusion	intraveineuse
62967603	ADENOSINE ACCORD 30 mg/10 ml, solution pour perfusion	solution pour perfusion	intraveineuse
68352264	ADENOSINE ACCORD 6 mg/2 ml, solution injectable	solution injectable	intraveineuse
63052537	ADENOSINE MEDISOL 6 mg/2 ml, solution injectable	solution injectable	intraveineuse
64493890	ADENURIC 120 mg, comprimé pelliculé	comprimé pelliculé	orale
61871331	ADENURIC 80 mg, comprimé pelliculé	comprimé pelliculé	orale
60928936	ADEPAL, comprimé enrobé	comprimé enrobé et  comprimé enrobé enrobé	orale
66265330	ADIAZINE 500 mg, comprimé	comprimé	orale
63359632	ADONIS VERNALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
60351662	ADONIS VERNALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
67443501	ADONIS VERNALIS, digesté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	"orale;sublinguale"
67180032	ADONTEX 0,12 %, solution pour bain de bouche	solution pour bain de bouche	voie buccale autre
68955248	ADOPORT 0,5 mg, gélule	gélule	orale
68176916	ADOPORT 1 mg, gélule	gélule	orale
66927104	ADOPORT 2 mg, gélule	gélule	orale
61964294	ADOPORT 5 mg, gélule	gélule	orale
62024136	ADRENALINE AGUETTANT 0,1 mg/mL sans sulfite, solution injectable en seringue pré-remplie	solution injectable	"endotrachéobronchique;intra-osseuse;intraveineuse"
69150358	ADRENALINE AGUETTANT 1 mg/mL SANS SULFITE, solution injectable	solution injectable	"endotrachéobronchique;intra-osseuse;intramusculaire;intraveineuse;sous-cutanée"
61912155	ADRENALINE AGUETTANT 1 mg/mL sans sulfite, solution injectable en seringue pré-remplie	solution injectable	"endotrachéobronchique;intra-osseuse;intraveineuse"
61072758	ADRENALINE AGUETTANT 1 mg/ml, solution injectable en ampoule	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
69325747	ADRENALINE RENAUDIN 0,25 mg/ml, solution injectable en ampoule	solution injectable	"intraveineuse;sous-cutanée"
69556177	ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
69553494	ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule	solution injectable	"intraveineuse;sous-cutanée"
66305127	ADRENALINUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
66800110	ADRENALINUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
65884582	ADREVIEW [123I] 74 MBq/mL, solution injectable	solution injectable	intraveineuse
65771499	ADRIBLASTINE 10 mg, poudre pour solution injectable en flacon	lyophilisat pour usage parentéral pour perfusion	intraveineuse
69035345	ADRIBLASTINE 10 mg/5 ml, solution injectable pour perfusion en flacon	solution injectable pour perfusion	intraveineuse
65488729	ADRIBLASTINE 200 mg/100 ml, solution injectable pour perfusion en flacon	solution injectable pour perfusion	intraveineuse
64367525	ADRIBLASTINE 50 mg, poudre pour solution injectable en flacon	lyophilisat pour usage parentéral pour perfusion	intraveineuse
64661854	ADRIBLASTINE 50 mg/25 ml, solution injectable pour perfusion en flacon	solution injectable pour perfusion	intraveineuse
66269026	ADRIGYL 10 000 UI/ml, solution buvable en gouttes	solution buvable en gouttes	orale
63725282	ADROVANCE 70 mg/2800 UI, comprimé	comprimé	orale
63230395	ADROVANCE 70 mg/5600 UI, comprimé	comprimé	orale
62444268	ADTRALZA 150 mg, solution injectable en seringue préremplie	solution injectable	sous-cutanée
67822622	ADULAIRE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
63931834	ADVAGRAF 0,5 mg, gélule à libération prolongée	gélule à libération prolongée	orale
64297436	ADVAGRAF 1 mg, gélule à libération prolongée	gélule à libération prolongée	orale
61604257	ADVAGRAF 3 mg, gélule à libération prolongée	gélule à libération prolongée	orale
61727612	ADVAGRAF 5 mg, gélule à libération prolongée	gélule à libération prolongée	orale
66954464	ADVATE 1000 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
64445956	ADVATE 1500 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
68255655	ADVATE 2000 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
68294455	ADVATE 250 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
69558317	ADVATE 3000 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
67778827	ADVATE 500 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
68634000	ADVIL 200 mg, comprimé enrobé	comprimé enrobé	orale
63646874	ADVIL 400 mg, comprimé enrobé	comprimé enrobé	orale
67848097	ADVILCAPS 200 mg, capsule molle	capsule molle	orale
61959735	ADVILCAPS 400 mg, capsule molle	capsule molle	orale
62217014	ADVILGEL 5 %, gel	gel	cutanée
68033779	ADVILMED 100 mg, comprimé enrobé	comprimé enrobé	orale
63040606	ADVILMED 400 mg, comprimé enrobé	comprimé enrobé	orale
69955824	ADVILMED 5 %, gel	gel	cutanée
61902232	ADVILMED ENFANTS ET NOURRISSONS 20 mg/1 ml, suspension buvable en flacon	suspension buvable	orale
61598943	ADYNOVI 2000 UI/5 ml, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
69643760	AERIUS 0,5 mg/ml, solution buvable	solution buvable	orale
61833327	AERIUS 5 mg, comprimé pelliculé	comprimé pelliculé	orale
63498500	AERRANE, liquide pour inhalation par vapeur	liquide pour inhalation par vapeur	inhalée
61054685	AESCULUS COMPLEXE N°103, solution buvable en gouttes	solution buvable en gouttes	sublinguale
61276928	AESCULUS COMPOSE	granules	"orale;sublinguale"
63869208	AESCULUS GLABRA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69543062	AESCULUS HIPPOCASTANUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
62620175	AESCULUS HIPPOCASTANUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64122248	AESCULUS HIPPOCASTANUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  crème et  solution en gouttes en gouttes	"cutanée;orale;sublinguale"
69213673	AESCULUS HIPPOCASTANUM, décocté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 crème et solution et granules et poudre	"cutanée;orale;sublinguale"
60955709	AETHIOPS MERCURIALIS MINERALIS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
68930647	AETHIOPS MERCURIALIS MINERALIS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
66067715	AETHUSA CYNAPIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
61282849	AETHUSA CYNAPIUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
67316525	AETOXISCLEROL 1 % (20 mg/2 mL), solution injectable	solution injectable	intraveineuse
64700855	AETOXISCLEROL TAMPONNE 0,25 POUR CENT (5 mg/2 ml), solution injectable (I.V.) en ampoule	solution injectable	intraveineuse
68821893	AETOXISCLEROL TAMPONNE 0,5 POUR CENT (10 mg/2 ml), solution injectable (IV) en ampoule	solution injectable	intraveineuse
64920036	AETOXISCLEROL TAMPONNE 2 POUR CENT (40 mg/2 ml), solution injectable (IV) en ampoule	solution injectable	intraveineuse
68080800	AETOXISCLEROL TAMPONNE 3 POUR CENT (60 mg/2 ml), solution injectable (IV) en ampoule	solution injectable	intraveineuse
64201368	AFINITOR 10 mg, comprimé	comprimé	orale
62142469	AFINITOR 2,5 mg, comprimé	comprimé	orale
69867865	AFINITOR 5 mg, comprimé	comprimé	orale
60833559	AFLAVIS 1 mg/mL, collyre en solution	collyre en solution	ophtalmique
61906519	AFSTYLA 1000 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
60944716	AFSTYLA 1500 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
64477690	AFSTYLA 2000 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
66216027	AFSTYLA 250 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
61411315	AFSTYLA 2500 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
64280351	AFSTYLA 3000 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
67710662	AFSTYLA 500 UI, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse
60007960	AFTAGEL, gel buccal	gel	voie buccale autre
67717450	AGARICUS BULBOSUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
62313404	AGARICUS BULBOSUS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
66347585	AGARICUS BULBOSUS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	granules et  solution en gouttes en gouttes	"orale;sublinguale"
68786104	AGARICUS MUSCARIUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
65062366	AGARICUS MUSCARIUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
67197786	AGARICUS MUSCARIUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  solution en gouttes en gouttes	"orale;sublinguale"
69061404	AGAVE AMERICANA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
66768488	AGIOLAX, granulés	granulés	orale
60386574	AGNUS CASTUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
68820332	AGNUS CASTUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
68760180	AGNUS CASTUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  solution en gouttes en gouttes	"orale;sublinguale"
64798333	AGOMELATINE BIOGARAN 25 mg, comprimé pelliculé	comprimé pelliculé	orale
66452892	AGOMELATINE CRISTERS 25 mg, comprimé pelliculé	comprimé pelliculé	orale
69718024	AGOMELATINE EG 25 mg, comprimé pelliculé	comprimé pelliculé	orale
65359652	AGOMELATINE MYLAN 25 mg, comprimé pelliculé	comprimé pelliculé	orale
62525777	AGOMELATINE ZENTIVA 25 mg, comprimé pelliculé	comprimé pelliculé	orale
60486279	AGOMÉLATINE HCS 25 mg, comprimé pelliculé	comprimé pelliculé	orale
68775684	AGRAPHIS NUTANS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
61825622	AGRAPHIS NUTANS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
